Courgette, raw	18
Melon, watermelon, weighed whole	18
Chicken noodle soup, dried, as served	18
Tomatoes, canned, whole contents	17
Melon, Galia, weighed with skin	17
Aubergine, raw	16
Peppers, capsicum, green, raw	16
Cabbage, boiled in unsalted water, average	16
Cabbage, boiled in salted water, average	16
Gooseberries, cooking, stewed without sugar	16
Ginger ale, dry	16
Gherkins, pickled, drained	15
Melon, Canteloupe-type, weighed with skin	14
Fennel, Florence, raw	13
Marrow, raw	13
Mushrooms, common, raw	13
Pumpkin, raw	13
Pumpkin, boiled in salted water	13
Radish, red, raw	12
Turnip, boiled in unsalted water	12
Asparagus, boiled, weighed as served	12
Melon, Canteloupe-type, weighed whole	12
Chicory, raw	11
Fennel, Florence, boiled in salted water	11
Mushrooms, common, boiled in salted water	11
Swede, boiled in unsalted water	11
Cucumber, raw	10
Marrow, boiled in unsalted water	10
Rhubarb, raw	8
Lemon juice, fresh	8
Rhubarb, stewed without sugar	7
Grouse, roasted, meat only, weighed with bone	6
Coffee, infusion, average	2
Salt	0
Water, distilled	0
